id,price
0,9.73852825891906
1,7.216752722221927
2,8.528196215258387
3,8.341790946305366
4,7.494070748670653
5,6.205281425510813
6,9.010339559307297
7,7.786603393694854
8,8.45645605733043
9,7.513281886907798
10,8.276295642098335
11,6.109806457965955
12,7.616312135502579
13,8.783161424190464
14,8.646006988058977
15,8.076594759583388
16,9.101391568387982
17,8.27487614321444
18,7.599849459784249
19,6.149564026661845
20,6.847270925547283
21,9.491744766471575
22,6.061057596095873
23,8.276835208703082
24,6.6821517941690285
25,8.946701475149688
26,8.538655157079619
27,6.698466114918858
28,9.12160077305131
29,8.555270281054758
30,6.982361675123247
31,6.975004668819677
32,7.46503231104881
33,8.138301840033998
34,6.544257003504899
35,7.642266589515284
36,6.5834306987885265
37,6.889446871459217
38,7.055118511847854
39,7.565740463929178
40,7.772690734971942
41,6.667111556423123
42,6.506963280140981
43,7.620791928075754
44,6.551374712809653
45,7.671617648241134
46,9.115077308609335
47,8.340479895561444
48,7.6966060838666515
49,8.370635610630403
50,7.760596109002067
51,7.485307743072065
52,8.48385723312788
53,7.660778835483896
54,8.856137607280752
55,7.026812928251467
56,9.471267158060567
57,9.569814246527656
58,9.765306835983617
59,8.818487282692601
60,6.50060973784491
61,8.048557276056442
62,6.232101407834683
63,6.097869496295604
64,6.685546960748514
65,6.278967667591378
66,8.652922555083638
67,6.3415597478648476
68,8.130182982421244
69,6.720382235844818
70,6.760901780207415
71,6.749203605535327
72,7.694134163742762
73,6.501700059541807
74,7.448831321021394
75,6.436201789339234
76,7.988173916852477
77,7.648398323486073
78,7.002189254996998
79,6.619093732991375
80,8.221228776332799
81,7.1392876773742335
82,6.500789027289906
83,8.715412251251124
84,6.716638582857437
85,6.563966824174736
86,6.72860566951867
87,8.708064640148365
88,8.567103719362635
89,9.06480033711762
90,8.713076327692653
91,6.455050772578449
92,8.968158673889597
93,8.161434867757265
94,9.663091491679483
95,8.366423514420552
96,6.749962366028278
97,6.609427631464643
98,6.65011463811252
99,7.85206163443184
100,9.133053804470137
101,6.810616044116933
102,6.701810553894189
103,7.824840810001236
104,7.945382063127117
105,9.265545352483812
106,6.533286118027466
107,8.497559915218346
108,8.463306070428576
109,6.323481498783661
110,9.547090732097107
111,8.81820516252745
112,7.610695816755237
113,8.296577069145945
114,8.408646062579074
115,6.880827642538782
116,9.619303077635266
117,8.275955334323552
118,8.582563929226493
119,8.196834283246881
120,8.0622025071604
121,6.605045040940263
122,6.730275754426259
123,7.768031710428202
124,8.040930609153879
125,8.644554307199813
126,7.2176860179751445
127,8.040876852954105
128,9.347709761911924
129,6.331953429912218
130,8.359318406139904
131,6.210841172758505
132,6.787822448924806
133,6.7665507510446465
134,6.319574113787814
135,6.195601363846628
136,8.536488497670067
137,6.645020709524051
138,8.802887154829524
139,8.613795447410022
140,8.097732181651056
141,8.56822081482712
142,6.51535644637482
143,9.24567535884098
144,8.927807871718588
145,6.304621089604418
146,9.084816948920572
147,9.741775732882871
148,9.595645670648326
149,7.958279269664942
150,7.229959495208142
151,6.24725901297641
152,9.21302315048083
153,6.8493315594782676
154,9.648278862341682
155,7.138879733532664
156,6.859388795857215
157,6.39666295849093
158,6.521546830591429
159,8.358242585410467
160,6.4658421806648585
161,7.761262514908373
162,8.596985657048144
163,8.059999954121936
164,7.661304004382641
165,6.09925920833067
166,8.544836354960301
167,7.127859790223632
168,6.816773456243336
169,6.75689916307683
170,9.668807539255805
171,8.447303518683897
172,6.113804552908011
173,8.22814723974357
174,7.216087281101081
175,6.6332642455242175
176,7.847096308052886
177,7.6378685358685035
178,6.230148562310485
179,8.647075024148887
180,7.495806528824011
181,7.470327900647339
182,7.415756337988324
183,6.825102742661922
184,8.370354804255864
185,7.892315849615999
186,6.9389740716394925
187,8.238929114835782
188,9.762897367849806
189,7.43072051554027
190,6.693318397299742
191,7.110495670304718
192,9.337472098042898
193,9.743996432755779
194,7.980183734238475
195,6.880348635239812
196,6.856574854123413
197,8.17512120635991
198,9.562037004950016
199,7.804540705128147
200,7.443440964176002
201,6.832903609204335
202,9.52837680653842
203,8.258867766784759
204,6.174269232435095
205,6.7029879507244345
206,6.509637840927166
207,7.6641761822150904
208,8.633607475982046
209,7.635671305062934
210,6.883725147524192
211,7.080579086907566
212,7.7280101038627045
213,8.54442958155945
214,8.0553826598505
215,8.286467937425618
216,7.883963846725767
217,8.033367943866804
218,6.075426321231044
219,8.168405748450976
220,6.441701556018705
221,6.208732008497418
222,6.006328419024008
223,8.823057112451657
224,6.785678385469668
225,8.546683227114078
226,6.003945641981752
227,8.398997067377355
228,8.428010464362112
229,7.150134306482976
230,8.533623087745774
231,8.432149523389514
232,6.545612487607523
233,6.80554463213076
234,7.465205230024185
235,9.006285428327965
236,7.789164681769852
237,8.458536118060668
238,7.173637146512848
239,6.522586739733633
240,6.7471699585727105
241,6.828702114487834
242,7.502321992949266
243,9.741827541542989
244,7.413554157390948
245,9.581991982334504
246,7.70625977924411
247,7.903536155677164
248,6.734208513016589
249,7.190257206589896
250,6.257047540609622
251,8.886138671816665
252,8.246929569800399
253,6.620370204385874
254,9.359067010261894
255,6.662851435593233
256,7.899704243609843
257,8.393583877764758
258,9.611258317260008
259,8.95061153377359
260,6.4098705332739385
261,6.536933614030317
262,8.504237773756257
263,9.574426908319985
264,9.194429463696157
265,9.44508000680566
266,7.653267086560967
267,9.582233836770348
268,6.824489230222909
269,7.314106156158633
270,8.951322988176743
271,6.785085225991115
272,7.132644135998083
273,6.844898184270042
274,6.861284706493013
275,8.520234346085056
276,7.847004268211322
277,7.557309594525106
278,9.377143927031081
279,8.500963202482874
280,7.742373824193426
281,8.003541366435602
282,8.157275185305082
283,6.664595136485589
284,6.706652626437795
285,8.723340071702005
286,9.576879529982385
287,7.558664732721944
288,9.046645710173822
289,7.353566680148383
290,7.639652335858886
291,7.742060970474734
292,8.291721420843949
293,6.22942204078242
294,8.553727565098566
295,8.30638177841976
296,7.682256462551316
297,6.487054376592868
298,7.441060897028971
299,6.668111688888013
300,6.143476983149227
301,8.804190111712135
302,7.057149596963165
303,8.278128003260797
304,8.566718118679967
305,8.151967461696003
306,6.410119322753329
307,9.316299127512632
308,7.689975506188111
309,8.55193649952183
310,7.7709899689918105
311,8.055176135512584
312,8.737540609721918
313,6.845685680422104
314,6.817302999393871
315,7.418326589114572
316,9.640327834637457
317,7.768185293730218
318,7.919611843195839
319,9.02300282681018
320,6.135951131257051
321,7.014930470962845
322,6.991879730094269
323,9.209835691714762
324,8.685908480568632
325,6.5104482769591705
326,8.38033449483483
327,9.078273307678925
328,6.785231453286927
329,8.690897626904409
330,8.014141903184163
331,8.134052881820299
332,8.496666746417096
333,8.071405327790801
334,8.377352634393347
335,9.286827285402119
336,8.573070892029904
337,8.377330919772092
338,9.120264087075935
339,8.787084095347096
340,9.226288787536193
341,6.760362159310834
342,8.42341910824341
343,6.1455449741596535
344,6.797783343373592
345,8.915815572496578
346,8.585461653825279
347,8.77077702108739
348,7.930795343345962
349,8.258384911089971
350,7.543734504717313
351,9.62478053499049
352,6.9531116037493845
353,7.195763586467749
354,8.223503736509134
355,9.344632684538123
356,6.8525432753624305
357,8.161606920899507
358,8.290724096957673
359,8.88820626809254
360,6.504624524532441
361,7.531974808793183
362,9.487054930086076
363,9.084582363250046
364,8.096928144830418
365,7.518440463192586
366,9.199794503496703
367,7.117647874939559
368,6.247005601676477
369,7.800204674230525
370,6.616117547931603
371,8.277329769412296
372,6.555751745561553
373,6.398537007265396
374,8.44649022561172
375,7.681417837036086
376,7.077861458801288
377,9.147629521112268
378,6.778078589505006
379,6.679823183974853
380,6.972870382121122
381,8.878128203563003
382,7.455705873299036
383,8.724658801962075
384,8.07897756224473
385,6.573677083423224
386,8.800252504714427
387,7.74941128252761
388,6.490374080206889
389,8.327885770124885
390,9.122256040777708
391,8.08219741474034
392,8.861758719616535
393,8.063759001193917
394,7.528256819451473
395,6.750162331471586
396,9.09415891039668
397,8.809007070791008
398,7.4008131068117855
399,7.138077904066072
400,9.340190316268242
401,6.887208525570536
402,8.78422694588752
403,8.464957707301965
404,6.338093879214282
405,6.699773841822967
406,6.688043421707383
407,8.465908749392813
408,6.634972295279314
409,7.9040100613353115
410,7.123317441572531
411,6.603997592368245
412,6.463889873895174
413,8.425708858190617
414,6.9835542418065915
415,6.657689916881896
416,8.680900819806155
417,6.512321342955494
418,7.897276879322199
419,8.441902162419144
420,7.384076195817479
421,6.879847018105349
422,7.977606165523028
423,6.628673423775374
424,6.827179545410222
425,6.87232972164729
426,9.204635320595075
427,9.326758170288882
428,9.395255000235052
429,6.372686796596819
430,8.84045815791211
431,6.756415679784796
432,8.133990098524343
433,6.313691250483557
434,8.850602502613176
435,6.2519156676556005
436,7.8946576009196905
437,8.47745154309868
438,6.236165878663016
439,8.912553605896747
440,7.787378804269344
441,6.839508576602449
442,6.779104665463393
443,8.289728232037568
444,6.392491128454212
445,8.65833872157438
446,7.007420226632604
447,6.802399507021196
448,7.621981262983912
449,9.480419865084777
450,9.412061326407708
451,8.62736663728842
452,6.7669971802869355
453,6.942988260885528
454,8.949343835154062
455,8.429685061445433
456,6.226964302529424
457,7.79465348429059
458,8.409045456901593
459,9.417510841236062
460,6.8295745060049935
461,6.525244720185907
462,8.74282210132703
463,6.489664402971936
464,8.849091370474872
465,8.640869037703743
466,7.785736688867858
467,6.506408062274986
468,6.2409629293177185
469,7.418965025764207
470,7.637647372389446
471,7.0746469372963245
472,8.510807744062229
473,6.5884155763325944
474,7.659340177991803
475,6.554592395088102
476,8.819708752410135
477,6.834917029681604
478,7.680996256062043
479,7.627429424440529
480,6.461108894742089
481,7.53614168357309
482,7.737484756419765
483,6.96486726337224
484,7.917782624425326
485,6.516038330979097
486,8.926127956878275
487,8.132694765177984
488,7.801275268350818
