id,price
0,8.834593214820762
1,6.813916910079413
2,8.024764759573692
3,7.789631197186863
4,7.185177298447482
5,6.114817726208559
6,8.228401395530938
7,7.231619945176249
8,8.081813662983476
9,6.836872170893721
10,7.787907818553811
11,6.173431459993601
12,7.041545189403076
13,8.17984186101159
14,8.144918185310814
15,7.690981041610165
16,8.447334075481278
17,7.736850407725882
18,7.037961547771201
19,6.070148760165872
20,6.388033732242407
21,8.799120114158008
22,6.050132202192296
23,7.982683576122078
24,6.435503644281867
25,8.14137633562744
26,8.079330481838198
27,6.536197024703406
28,8.53535092651731
29,8.125668555598299
30,6.497974565784543
31,6.814166447546298
32,7.0897039221257225
33,7.263300607904254
34,6.5237814767656435
35,7.131153896535635
36,6.368752705060021
37,6.291109518086885
38,6.588182734853013
39,7.1726713930084465
40,7.114543691722386
41,6.253993747000107
42,6.280714030948291
43,7.194964838830659
44,6.147722689476711
45,7.191725982852886
46,8.400865171405004
47,7.827586804152262
48,7.142601967273013
49,7.580241203511369
50,7.251049124219906
51,6.867492636866945
52,7.788780273852666
53,7.225914203969697
54,8.301651703184351
55,6.637403837845836
56,8.710429345211615
57,8.681868085857534
58,9.248626921988153
59,7.917173763834386
60,6.2259552238422735
61,7.28643151776039
62,6.038594774352226
63,5.971841754511472
64,6.208772161916314
65,6.052340722892255
66,8.020501400182935
67,6.260428083316898
68,7.333262566130309
69,6.4822184189849
70,6.125262409460802
71,6.577689618648032
72,7.227050304263131
73,6.241070474655739
74,6.988016490268336
75,6.187199371191445
76,7.264021334398658
77,7.108398491573748
78,6.6362780969605915
79,6.587835093930135
80,7.945715695123044
81,6.562282070294628
82,6.137187800932
83,7.963444029456679
84,6.242339782933782
85,6.473929154195045
86,6.36408024582388
87,8.238893232513576
88,8.267609729314957
89,8.433467300682231
90,8.145938432205256
91,6.232571220258901
92,8.113931013092099
93,7.776866350437833
94,8.986216156155548
95,8.038759402090161
96,6.415427292189695
97,6.333799814722926
98,6.562176364522622
99,7.291482756626786
100,8.498464377295596
101,6.488400260535459
102,6.242339782933782
103,7.270577098451365
104,7.251697924561347
105,8.65616883214666
106,6.193265234955341
107,8.058514964649023
108,7.572700473706412
109,6.1280230008542285
110,8.47961330399181
111,8.307019748696979
112,7.086340398257339
113,7.953653133569208
114,7.970369354456019
115,6.753113227220993
116,8.930542080525337
117,7.578103242569054
118,8.226798361285224
119,7.35815725870373
120,7.309417892713588
121,6.506872511777831
122,6.11782519579871
123,7.253630180050007
124,8.03569635518968
125,8.168606978628748
126,6.822966986487935
127,7.1362519761611765
128,8.416739227267943
129,6.1703355691860615
130,8.096513894655216
131,6.209595368269292
132,6.378244509689748
133,6.586897639565874
134,6.198213732984051
135,6.053692159476382
136,8.042397153714012
137,6.252085883296989
138,7.884817931226304
139,8.317384286325852
140,7.237184279247978
141,8.03773975324341
142,6.056394536401358
143,8.61013444067014
144,8.393529709842664
145,6.154390257389301
146,8.643050511480096
147,9.035903734531113
148,8.80515750422796
149,7.29328435878982
150,7.006314483953039
151,6.182177424041385
152,8.390035656220622
153,6.430740020647333
154,8.81395088868259
155,6.533524366806292
156,6.329929132277499
157,6.02685034094735
158,6.163039645301394
159,8.06004257569741
160,6.0576990804187005
161,7.239998177342446
162,8.22578448922918
163,7.246469872395252
164,7.103334644717626
165,6.0484702316929635
166,8.054592436003205
167,6.647257513561497
168,6.15300435232401
169,6.318346168514358
170,9.16722480347088
171,8.011248148165308
172,6.014386879542536
173,7.819435932739046
174,6.933254079261101
175,6.472528754072039
176,7.207983669680883
177,7.133384114257035
178,6.069272902175431
179,7.902323904860816
180,6.861972270756473
181,7.09183153122715
182,6.853488212087844
183,6.496298113775586
184,7.763857101889823
185,7.60960300052877
186,6.231714247472218
187,7.751245859958105
188,8.989096646539585
189,6.988179541808966
190,6.165944034803139
191,6.610813186025653
192,8.79027468348232
193,9.307046139361642
194,7.659218324129054
195,6.283554373821116
196,6.184276072803504
197,7.255748782614109
198,8.495966400881626
199,7.650386537256412
200,7.13486516193928
201,6.141967629468816
202,8.804515920050143
203,7.876773159935371
204,5.948554845980127
205,6.230885003192671
206,6.194137625464086
207,7.115352582413143
208,8.140619195412429
209,7.040336860695211
210,6.578879264573699
211,6.639463593607582
212,7.231692998837142
213,8.16613778536231
214,7.355137444907236
215,8.014173876056894
216,7.202709216062238
217,7.648465262885326
218,5.987199491492222
219,7.766022571483256
220,6.171455896412843
221,5.989188507107883
222,6.035029156047137
223,8.10204259009518
224,6.620015632529233
